City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,itaituba,-4.2761,-55.9836,70.57,99,99,1.41,BR,1672628830
361,harbin,45.75,126.65,5.05,76,3,8.97,CN,1672628830
362,aykhal,66.0,111.5,-14.6,94,99,5.14,RU,1672628831
363,bassar,9.25,0.7833,65.86,21,8,3.67,TG,1672628831
364,auki,-8.7676,160.7034,82.56,81,100,10.16,SB,1672628831
365,asau,46.4333,26.4,34.72,72,9,6.31,RO,1672628832
366,kirakira,-10.4544,161.9205,80.49,85,100,9.4,SB,1672628832
367,batsfjord,70.6345,29.7185,31.78,100,75,2.3,NO,1672628832
368,chiradzulu,-15.6746,35.1407,60.64,95,4,1.79,MW,1672628833
369,ngunguru,-35.6167,174.5,67.28,67,100,21.21,NZ,1672628833
370,dunedin,-45.8742,170.5036,59.81,95,23,16.69,NZ,1672628834
371,saint-francois,46.4154,3.9054,58.44,55,0,18.41,FR,1672628557
372,saskylakh,71.9167,114.0833,-13.68,100,99,3.6,RU,1672628834
373,miri,4.4148,114.0089,81.16,81,100,1.19,MY,1672628835
374,puerto baquerizo moreno,-0.9,-89.6,71.92,91,3,10.11,EC,1672628835
375,cap-aux-meules,47.3821,-61.8597,32.05,93,100,24.16,CA,1672628821
376,east london,-33.0153,27.9116,67.08,88,17,10.58,ZA,1672628836
377,richards bay,-28.783,32.0377,63.34,91,0,5.06,ZA,1672628836
378,nazas,25.2333,-104.1333,62.1,37,5,8.63,MX,1672628837
379,vardo,70.3705,31.1107,33.78,93,100,20.71,NO,1672628837
380,launceston,-41.45,147.1667,81.61,59,100,18.41,AU,1672628837
381,maunabo,18.0072,-65.8993,76.69,92,16,9.26,PR,1672628838
382,merritt island,28.5392,-80.672,68.04,88,100,3.91,US,1672628830
383,fernley,39.608,-119.2518,32.86,83,10,8.63,US,1672628596
384,taoudenni,22.6783,-3.9836,63.93,15,0,9.17,ML,1672628838
385,maues,-3.3836,-57.7186,73.0,93,88,2.33,BR,1672628839
386,qesarya,32.5189,34.9046,59.34,52,75,28.14,IL,1672628839
387,los llanos de aridane,28.6585,-17.9182,62.35,81,0,8.01,ES,1672628840
388,santa vitoria do palmar,-33.5189,-53.3681,72.97,85,100,3.67,BR,1672628840
389,tezu,27.9167,96.1667,66.72,39,16,2.15,IN,1672628841
390,ambovombe,-25.1667,46.0833,73.67,87,100,4.21,MG,1672628841
391,beckley,37.7782,-81.1882,49.32,93,100,3.44,US,1672628841
392,barao de melgaco,-16.1944,-55.9675,78.13,74,98,4.56,BR,1672628842
393,lakes entrance,-37.8811,147.981,93.16,56,87,7.38,AU,1672628610
394,babstovo,48.1167,132.4833,-1.34,81,47,14.0,RU,1672628842
395,timmins,48.4669,-81.3331,30.99,98,100,6.38,CA,1672628762
396,mahanje,-9.9333,35.3333,60.21,93,46,2.82,TZ,1672628843
397,sai buri,6.7013,101.6168,80.47,69,49,7.0,TH,1672628843
398,shelburne,44.0787,-80.2041,34.75,99,92,9.13,CA,1672628843
399,sao filipe,14.8961,-24.4956,74.57,75,100,5.82,CV,1672628844
400,baijiantan,45.6333,85.1833,6.13,97,96,1.48,CN,1672628844
401,goderich,43.7501,-81.7165,38.91,93,86,11.97,CA,1672628845
402,port shepstone,-30.7414,30.455,66.34,86,15,8.23,ZA,1672628845
403,freeport,40.6576,-73.5832,50.99,80,100,8.05,US,1672628846
404,pingliang,35.5392,106.6861,30.85,24,59,1.39,CN,1672628846
405,moctezuma,29.8,-109.6667,56.07,83,100,11.9,MX,1672628847
406,meulaboh,4.1363,96.1285,80.08,77,58,3.11,ID,1672628847
407,muros,42.7762,-9.0603,46.69,96,12,11.3,ES,1672628847
408,omboue,-1.5746,9.2618,76.91,84,100,3.04,GA,1672628848
409,alice springs,-23.7,133.8833,94.55,41,100,19.57,AU,1672628756
410,pucallpa,-8.3791,-74.5539,73.44,94,40,0.0,PE,1672628848
411,banjar,-8.19,114.9675,83.16,78,100,5.39,ID,1672628849
412,mehamn,71.0357,27.8492,30.15,100,100,2.3,NO,1672628849
413,seoul,37.5683,126.9778,29.59,33,0,11.5,KR,1672628212
414,aswan,24.0934,32.907,53.31,53,0,7.67,EG,1672628850
415,te anau,-45.4167,167.7167,76.14,43,100,1.28,NZ,1672628850
416,tabas,33.5959,56.9244,40.3,37,0,5.53,IR,1672628851
417,port hardy,50.6996,-127.4199,41.36,86,100,14.29,CA,1672628851
418,ottumwa,41.02,-92.4113,36.54,87,0,10.36,US,1672628851
419,eureka,40.8021,-124.1637,44.67,93,62,1.01,US,1672628561
420,benghazi,32.1167,20.0667,57.97,74,0,8.79,LY,1672628852
421,saucillo,28.0167,-105.2833,61.56,34,19,14.07,MX,1672628852
422,bajil,15.0584,43.2851,75.33,85,36,5.32,YE,1672628773
423,kharp,66.8014,65.8081,-17.75,99,100,7.16,RU,1672628853
424,dalvik,65.9702,-18.5286,26.65,70,100,15.57,IS,1672628853
425,bako,5.7833,36.5667,62.82,63,10,4.32,ET,1672628853
426,bushehr,28.9684,50.8385,61.21,64,96,11.61,IR,1672628854
427,araouane,18.9048,-3.5265,60.94,17,0,9.31,ML,1672628854
428,cabo san lucas,22.8909,-109.9124,71.51,74,0,6.91,MX,1672628783
429,lambakin,14.75,120.8667,87.13,69,39,11.16,PH,1672628854
430,blytheville,35.9273,-89.919,62.58,82,100,11.5,US,1672628855
431,cayenne,4.9333,-52.3333,73.44,94,100,3.44,GF,1672628855
432,bireun,5.203,96.7009,80.19,70,59,4.99,ID,1672628856
433,mkuranga,-7.118,39.2078,73.67,89,21,3.53,TZ,1672628856
434,charters towers,-20.1,146.2667,92.7,27,39,12.06,AU,1672628856
435,sioux lookout,50.1001,-91.917,15.24,99,99,3.89,CA,1672628857
436,caconda,-13.7333,15.0667,60.12,97,100,5.08,AO,1672628857
437,maragogi,-9.0122,-35.2225,75.56,89,93,6.38,BR,1672628734
438,zonguldak,41.25,31.8333,37.47,61,0,4.32,TR,1672628858
439,longuenesse,50.734,2.2352,54.59,92,100,9.75,FR,1672628858
440,kuryk,43.2,51.65,45.9,88,100,13.51,KZ,1672628858
441,hobyo,5.3505,48.5268,77.54,79,26,19.91,SO,1672628859
442,payo,-3.7508,103.6372,74.55,91,94,1.63,ID,1672628859
443,alofi,-19.0595,-169.9187,79.18,79,95,19.66,NU,1672628859
444,baoning,25.3378,110.026,55.51,61,72,5.7,CN,1672628860
445,emba,48.8264,58.1442,29.14,96,100,11.43,KZ,1672628860
446,columbus,39.9612,-82.9988,50.81,95,100,4.61,US,1672628848
447,hermiston,45.8404,-119.2895,36.25,88,100,0.0,US,1672628861
448,tigre,-34.426,-58.5796,68.22,95,75,6.91,AR,1672628861
449,pundaguitan,6.3711,126.1689,79.57,79,99,7.76,PH,1672628861
450,livingston,55.9029,-3.5226,34.12,93,0,5.75,GB,1672628862
451,aanekoski,62.6946,25.818,26.67,100,8,11.83,FI,1672628862
452,lae,-6.7221,146.9847,87.6,58,95,10.71,PG,1672628862
453,san rafael,-34.6177,-68.3301,70.66,42,0,5.79,AR,1672628863
454,petropavlovsk-kamchatskiy,53.0452,158.6483,18.19,93,75,11.18,RU,1672628863
455,novoraychikhinsk,49.7798,129.594,-2.87,85,27,9.26,RU,1672628863
456,monteagudo,-19.8167,-63.9833,66.43,96,100,1.68,BO,1672628864
457,la romana,18.4273,-68.9728,71.96,88,20,0.0,DO,1672628864
458,ginda,30.6945,78.4932,43.59,17,0,3.69,IN,1672628865
459,kasungu,-13.0333,33.4833,62.42,97,38,4.0,MW,1672628865
460,karratha,-20.7377,116.8463,95.72,29,77,19.93,AU,1672628866
461,parangan,5.0839,119.9383,82.87,76,94,10.18,PH,1672628866
462,pekalongan,-6.8886,109.6753,81.91,78,100,12.75,ID,1672628866
463,djambala,-2.5447,14.7533,67.84,93,100,2.28,CG,1672628867
464,nemuro,43.3236,145.575,21.88,47,47,22.91,JP,1672628867
465,milan,45.4643,9.1895,52.09,97,100,2.3,IT,1672628725
466,narsaq,60.9167,-46.05,-5.58,65,0,7.56,GL,1672628867
467,srinivaspur,13.3333,78.2167,66.4,70,53,6.64,IN,1672628868
468,nantucket,41.2835,-70.0995,44.71,74,40,14.97,US,1672628868
469,tripoli,32.8752,13.1875,60.26,75,0,5.12,LY,1672628868
470,ndjole,-0.1783,10.7649,73.49,98,100,1.32,GA,1672628869
471,mikuni,36.2171,136.1519,40.5,83,100,14.16,JP,1672628869
472,puerto escondido,15.85,-97.0667,77.83,73,0,0.0,MX,1672628870
473,itoman,26.1247,127.6694,66.58,59,75,11.5,JP,1672628870
474,dharchula,29.85,80.5333,51.76,19,0,1.83,IN,1672628871
475,tamiahua,21.2667,-97.45,71.62,92,55,6.55,MX,1672628587
476,angoche,-16.2325,39.9086,73.74,88,57,5.06,MZ,1672628871
477,sa kaeo,13.75,102.3333,71.29,61,100,5.57,TH,1672628872
478,nagato,34.3833,131.2,47.41,47,8,13.96,JP,1672628872
479,hay river,60.8156,-115.7999,-4.77,98,75,3.87,CA,1672628872
480,ugoofaaru,5.6667,73.0,79.65,72,100,10.02,MV,1672628873
481,krabi,8.0726,98.9105,79.65,66,77,6.82,TH,1672628873
482,sangueya,10.7,-14.3667,68.72,86,38,2.13,GN,1672628874
483,beringovskiy,63.05,179.3167,-12.73,87,75,11.54,RU,1672628874
484,kokoda,-8.8785,147.7407,90.84,49,100,1.39,PG,1672628874
485,farmington,36.7281,-108.2187,38.16,95,100,11.5,US,1672628712
486,winneba,5.3511,-0.6231,73.92,66,7,4.65,GH,1672628875
487,kirundo,-2.5833,30.1667,55.42,95,89,2.57,BI,1672628875
488,huilong,31.8111,121.655,47.93,66,99,11.23,CN,1672628876
489,almeria,37.1667,-2.3333,50.43,43,100,1.7,ES,1672628876
490,boke,10.9409,-14.2967,67.75,87,73,1.32,GN,1672628877
491,gombong,-7.6072,109.5142,85.39,67,97,5.32,ID,1672628877
492,sinnamary,5.3833,-52.95,75.97,89,100,6.69,GF,1672628877
493,kodinsk,58.6881,99.1844,-8.16,90,100,3.29,RU,1672628878
494,cap malheureux,-19.9842,57.6142,78.48,74,32,2.57,MU,1672628878
495,isangel,-19.55,169.2667,89.71,79,75,9.22,VU,1672628878
496,litomerice,50.5335,14.1318,49.26,86,70,3.85,CZ,1672628879
497,aksu,41.1231,80.2644,19.42,46,8,2.44,CN,1672628879
498,dwarka,22.2394,68.9678,69.33,44,26,9.26,IN,1672628880
499,gigmoto,13.7796,124.39,80.31,86,100,11.03,PH,1672628880
500,el rosario,24.2556,-107.1828,63.36,82,3,4.16,MX,1672628880
501,san jeronimito,17.55,-101.3333,74.5,80,100,4.05,MX,1672628881
502,vanimo,-2.6741,141.3028,86.74,64,98,5.37,PG,1672628881
503,gawler,-34.6,138.7333,92.97,39,0,14.25,AU,1672628882
504,williams lake,52.1415,-122.1445,29.26,90,96,7.38,CA,1672628882
505,gazli,40.1333,63.45,32.22,65,30,8.19,UZ,1672628882
506,souillac,-20.5167,57.5167,75.58,83,40,3.44,MU,1672628883
507,mayor pablo lagerenza,-19.9309,-60.7718,81.88,58,62,6.89,PY,1672628883
508,calama,-22.4667,-68.9333,54.09,54,0,6.91,CL,1672628883
509,churapcha,62.0025,132.4325,-33.09,95,100,1.28,RU,1672628884
510,nong khai,17.9167,103.0833,69.17,56,100,4.5,TH,1672628884
511,chaplygin,53.2432,39.9629,43.72,81,100,27.34,RU,1672628884
512,pitimbu,-7.4706,-34.8086,79.39,84,75,9.24,BR,1672628885
513,ixtapa,20.7,-105.2,72.63,83,20,3.44,MX,1672628716
514,kataysk,56.289,62.5841,6.76,94,99,14.12,RU,1672628885
515,sinjar,36.3209,41.8754,42.78,33,0,3.58,IQ,1672628886
516,mayo,38.8876,-76.5119,51.15,89,100,3.44,US,1672628886
517,gibgos,13.859,123.7675,79.36,86,100,9.22,PH,1672628886
518,severnyy,50.677,36.5532,44.64,87,100,13.42,RU,1672628887
519,constitucion,-35.3333,-72.4167,55.31,89,0,11.12,CL,1672628887
520,nyurba,63.2842,118.3319,1.89,94,100,7.07,RU,1672628888
521,shunyi,40.125,116.6453,28.35,31,0,11.18,CN,1672628888
522,pangnirtung,66.1451,-65.7125,-22.43,87,89,5.35,CA,1672628888
523,acapulco,16.8634,-99.8901,78.62,83,75,5.75,MX,1672628889
524,toamasina,-18.1667,49.3833,74.26,83,50,4.27,MG,1672628889
525,bereda,43.2686,-7.5406,45.41,98,70,4.12,ES,1672628889
526,coolum beach,-26.5333,153.1,81.1,73,54,1.99,AU,1672628890
527,bijie,27.3125,105.2942,33.76,99,100,3.62,CN,1672628890
528,yankton,42.8711,-97.3973,34.12,80,100,0.0,US,1672628890
529,touros,-5.1989,-35.4608,77.76,83,99,9.33,BR,1672628793
530,smithers,54.7804,-127.1743,24.76,98,100,2.04,CA,1672628891
531,brewster,41.3973,-73.6171,44.62,78,100,3.44,US,1672628891
532,rosarito,32.3333,-117.0333,56.37,74,98,21.61,MX,1672628869
533,puerto leguizamo,-0.1934,-74.7819,71.69,98,100,1.54,CO,1672628892
534,rumphi,-11.0186,33.8575,62.08,96,78,3.89,MW,1672628892
535,palmerston,-12.486,130.9833,75.18,94,75,25.32,AU,1672628893
536,ningxiang,37.34,111.2052,25.9,36,1,4.74,CN,1672628893
537,carmen,18.6333,-91.8333,78.84,83,0,0.0,MX,1672628893
538,safaga,26.7292,33.9365,63.46,49,0,7.25,EG,1672628894
539,lavrentiya,65.5833,-171.0,-12.51,92,35,12.15,RU,1672628895
540,emerald,-23.5333,148.1667,88.34,41,0,7.7,AU,1672628895
541,cervo,43.6702,-7.4101,50.31,79,40,11.52,ES,1672628895
542,uyar,55.81,94.3153,14.72,96,100,3.87,RU,1672628896
543,boca do acre,-8.7522,-67.3978,69.55,99,100,1.99,BR,1672628851
544,sechura,-5.5569,-80.8222,69.84,73,100,13.06,PE,1672628896
545,kalemie,-5.9475,29.1947,67.73,87,100,6.4,CD,1672628896
546,baymak,52.5933,58.3225,13.44,97,100,8.03,RU,1672628897
547,namwala,-15.7504,26.4384,64.78,97,100,5.73,ZM,1672628897
548,high rock,26.6208,-78.2833,69.82,79,22,6.76,BS,1672628897
549,porosozero,62.7191,32.727,27.32,84,99,15.66,RU,1672628898
550,witbank,-25.8713,29.2332,53.69,82,3,2.13,ZA,1672628898
551,san andres,12.5847,-81.7006,80.62,78,20,12.66,CO,1672628898
552,guerrero negro,27.9769,-114.0611,60.31,66,42,13.47,MX,1672628899
553,kaliningrad,54.7065,20.511,46.45,91,100,5.91,RU,1672628899
554,nadigaon,26.1167,79.0333,52.29,55,14,1.01,IN,1672628900
555,luganville,-15.5333,167.1667,82.58,80,100,11.1,VU,1672628900
556,shenjiamen,29.9576,122.298,47.19,72,100,12.8,CN,1672628900
557,ca mau,9.1769,105.15,77.77,62,100,5.03,VN,1672628901
558,klyuchi,52.2667,79.1667,-0.06,100,99,6.64,RU,1672628901
559,juneau,58.3019,-134.4197,42.22,92,100,24.16,US,1672628833
560,gat,31.61,34.7642,58.08,100,100,21.32,IL,1672628901
561,bodden town,19.2833,-81.25,78.93,81,20,6.91,KY,1672628902
562,san ramon,37.7799,-121.978,53.69,55,0,4.61,US,1672628871
563,wadi musa,30.3222,35.4793,43.52,90,91,16.28,JO,1672628902
564,trinidad,-14.8333,-64.9,74.14,96,100,4.5,BO,1672628903
565,mareeba,-17.0,145.4333,84.92,85,100,4.0,AU,1672628903
566,bonavista,48.6499,-53.1147,33.22,99,100,26.11,CA,1672628786
567,sri aman,1.2376,111.4621,86.31,66,99,1.25,MY,1672628904
568,mopti,14.6667,-4.0,67.69,12,54,8.7,ML,1672628904
569,jalu,29.0331,21.5482,55.51,73,70,5.46,LY,1672628904
